Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-16101,13047956,QTest failure BeeLine escape_comments after HIVE-16045,pvary,pvary,Minor,Resolved,Fixed,03/Mar/17 09:38,21/Jul/17 18:45,
Bug,HIVE-15992,13044703,LLAP: NPE in LlapTaskCommunicator.getCompletedLogsUrl for unsuccessful attempt,rajesh.balamohan,rajesh.balamohan,Minor,Resolved,Fixed,21/Feb/17 03:51,21/Jul/17 18:36,
Bug,HIVE-15563,13032915,Ignore Illegal Operation state transition exception in SQLOperation.runQuery to expose real exception.,zxu,zxu,Minor,Resolved,Fixed,08/Jan/17 21:57,21/Jul/17 18:36,
Bug,HIVE-15476,13029539,ObjectStore.getMTableColumnStatistics() should check if colNames is empty,aihuaxu,aihuaxu,Minor,Resolved,Fixed,20/Dec/16 19:25,21/Jul/17 18:26,
Bug,HIVE-15494,13029957,Create perfLogger in method execute instead of class initialization for SparkTask,zxu,zxu,Minor,Resolved,Fixed,22/Dec/16 00:39,21/Jul/17 18:26,
Bug,HIVE-14694,13002280,UDF rand throws NPE when input data is NULL,niklaus.xiao,niklaus.xiao,Minor,Resolved,Fixed,02/Sep/16 08:34,21/Jul/17 18:12,
Bug,HIVE-15574,13033540,Beeline '-f <file>' finishes correctly but with a NullPointerException,vihangk1,spena,Minor,Resolved,Invalid,10/Jan/17 22:35,11/Jan/17 17:29,
Bug,HIVE-15809,13040288,Typo in the PostgreSQL database name for druid service,bslim,bslim,Trivial,Resolved,Fixed,04/Feb/17 00:20,12/Dec/17 04:08,
Bug,HIVE-16087,13047609,Remove multi append of log4j.configurationFile in hive script,prasanth_j,prasanth_j,Trivial,Resolved,Fixed,02/Mar/17 08:58,21/Jul/17 18:45,
Bug,HIVE-15091,13016155,Master: Update errata.txt for the missing JIRA number in HIVE-14909 commit msg,ctang,ctang,Trivial,Resolved,Fixed,28/Oct/16 13:31,21/Jul/17 18:26,
Bug,HIVE-15283,13023145,Index is dropped from wrong table in the index_auto_mult_tables.q and index_auto_mult_tables_compact.q tests,kuczoram,kuczoram,Trivial,Resolved,Fixed,24/Nov/16 10:21,21/Jul/17 18:26,
Bug,HIVE-16301,13059259,Preparing for 2.3 development.,ngangam,ngangam,Blocker,Resolved,Fixed,27/Mar/17 02:36,31/Mar/17 17:28,
Bug,HIVE-21104,13208431,PTF with nested structure throws ClassCastException,rajesh.balamohan,rajesh.balamohan,Major,Resolved,Fixed,08/Jan/19 23:25,22/Mar/22 08:57,
Bug,HIVE-19814,13164395,RPC Server port is always random for spark,bharos92,tiboun,Major,Resolved,Fixed,06/Jun/18 08:01,22/Mar/22 08:57,
Bug,HIVE-20210,13173121,Simple Fetch optimizer should lead to MapReduce when filter on non-partition column and conversion is minimal,xilangyan,xilangyan,Major,Resolved,Fixed,19/Jul/18 07:27,22/Mar/22 08:56,19/Jul/18 00:00
Bug,HIVE-23807,13315222,Wrong results with vectorization enabled,vgarg,vgarg,Major,Resolved,Fixed,06/Jul/20 19:40,22/Jul/20 16:29,
Bug,HIVE-17395,13098028,"HiveServer2 parsing a command with a lot of ""(""",,danoyoung,Major,Resolved,Duplicate,28/Aug/17 17:23,20/Nov/19 12:48,
Bug,HIVE-21873,13239466,Hive Cann't drop table in different hdfs clusters,,ico01,Major,Resolved,Won't Fix,14/Jun/19 07:54,21/Jun/19 02:29,14/Jun/19 00:00
Bug,HIVE-21066,13206323,unexpected SemanticException,dlavati,rshetye,Major,Resolved,Not A Problem,24/Dec/18 22:09,20/Jun/19 17:54,
Bug,HIVE-21803,13236236,"The result of ""insert overwrite table"" is inconsistent with the original table",,Jiaxin zou,Major,Resolved,Fixed,29/May/19 12:40,03/Jun/19 04:12,
Bug,HIVE-19638,13160809,Configuration not passed to ORC Reader.Options,rentao,rentao,Major,Resolved,Duplicate,21/May/18 20:07,27/Mar/19 00:10,
Bug,HIVE-18278,13124944,Error in acquiring locks: java.lang.RuntimeException: java.sql.SQLException: Unable to open a test connection to the given database.,shining,shining,Major,Resolved,Not A Bug,14/Dec/17 12:11,13/Feb/18 01:30,
Bug,HIVE-16310,13059631,Get the output operators of Reducesink when vectorization is on,pxiong,pxiong,Major,Resolved,Fixed,28/Mar/17 05:26,28/Mar/17 18:41,
Bug,HIVE-17406,13098182,UDAF throws IllegalArgumentException for a complex input when column stats is not provided,aserkm,myui,Minor,Resolved,Duplicate,29/Aug/17 07:27,22/Dec/21 12:11,
Bug,HIVE-18284,13125273,NPE when inserting data with 'distribute by' clause with dynpart sort optimization,srahman,tanakahda,Major,Resolved,Fixed,15/Dec/17 16:36,22/Mar/22 08:59,
Bug,HIVE-19839,13165064,sssssssssssss,,sadashivmunde@gmail.com,Major,Resolved,Invalid,09/Jun/18 02:11,12/Jun/18 18:57,30/Jun/18 00:00
Bug,HIVE-18177,13121606,Error creating temporary staging folder on HDFS when creating Hive table,,Aegeaner,Major,Resolved,Won't Fix,29/Nov/17 10:17,01/Dec/17 16:41,
Bug,HIVE-18115,13119984,Fix schema version info for Hive-2.3.2,osayankin,osayankin,Minor,Resolved,Invalid,21/Nov/17 15:54,02/Apr/18 16:56,
Bug,HIVE-18786,13140559,NPE in Hive windowing functions,dongwook,bien,Critical,Resolved,Fixed,23/Feb/18 17:50,22/Mar/22 08:57,
Bug,HIVE-20693,13189680,Case-sensitivity for column names when reading from ORC,,alexandreyc,Major,Resolved,Fixed,05/Oct/18 10:16,21/Sep/22 23:24,
Bug,HIVE-18702,13138196,INSERT OVERWRITE TABLE doesn't clean the table directory before overwriting,isuller,osayankin,Major,Resolved,Fixed,13/Feb/18 14:44,22/Mar/22 08:59,
Bug,HIVE-20153,13171774,Count and Sum UDF consume more memory in Hive 2+,aihuaxu,szehon,Major,Resolved,Fixed,12/Jul/18 16:35,22/Mar/22 08:57,
Bug,HIVE-19181,13151789,Remove BreakableService (unused class),anuragmantri,thejas,Major,Resolved,Fixed,11/Apr/18 21:34,22/Mar/22 08:57,
Bug,HIVE-20039,13169339,Bucket  pruning: Left Outer Join on bucketed table gives wrong result,djaiswal,djaiswal,Major,Resolved,Fixed,30/Jun/18 17:13,22/Mar/22 08:57,
Bug,HIVE-25382,13391766,"""No space left on device"" error when running show database",,ferozedaud,Major,Resolved,Not A Problem,26/Jul/21 01:12,27/Jul/21 22:16,
Bug,HIVE-21419,13220733,Partition Pruning not happening when using Apache Ranger masking,,mert_hoc,Major,Resolved,Fixed,11/Mar/19 03:32,01/May/19 14:34,
Bug,HIVE-19580,13159943,Hive 2.3.2 with ORC files & stored on S3 are case sensitive on EMR,,artb,Major,Resolved,Not A Problem,17/May/18 06:51,20/Feb/19 12:23,
Bug,HIVE-20574,13185436,Column statistics give erraneous numDistinct,ajayjadhav,kivismik,Major,Resolved,Not A Problem,17/Sep/18 08:25,24/Sep/18 17:12,
Bug,HIVE-19585,13160045,Add UNKNOWN to PrincipalType,arjunmishra13,arjunmishra13,Major,Resolved,Not A Problem,17/May/18 15:02,28/Aug/18 19:07,
Bug,HIVE-19266,13154295,Use UDFs in Hive-On-Spark complains Unable to find class Exception regarding kryo,,jason4z,Major,Resolved,Fixed,22/Apr/18 07:20,26/Apr/18 06:13,
Bug,HIVE-18943,13144644,Hive building with Hadoop 3.0.0  ERROR,,gehaijiang,Major,Resolved,Not A Problem,13/Mar/18 07:14,14/Mar/18 08:44,
Bug,HIVE-17948,13113387,Hive 2.3.2 Release Planning,stakiar,stakiar,Major,Resolved,Fixed,31/Oct/17 18:18,26/Dec/17 04:40,
Bug,HIVE-17928,13112837,branch-2.3 does not compile due to using incorrect storage-api version,spena,spena,Major,Resolved,Fixed,28/Oct/17 17:34,30/Oct/17 22:04,
Bug,HIVE-18929,13144170,The method humanReadableInt in HiveStringUtils.java has a race condition.,asherman,cragkhit,Minor,Resolved,Fixed,11/Mar/18 16:48,22/Mar/22 08:57,
Bug,HIVE-20816,13194438,FastHiveDecimal throws Exception (RuntimeException: Unexpected #3),,rajesh.balamohan,Minor,Resolved,Duplicate,26/Oct/18 14:58,28/Oct/18 00:06,
Bug,HIVE-18956,13145082,AvroSerDe Race Condition,,belugabehr,Trivial,Resolved,Won't Fix,14/Mar/18 16:20,01/Apr/20 17:26,
Bug,HIVE-19502,13158722,Unable to insert values into table stored by JdbcStorageHandler,,Vakulenchuk,Blocker,Resolved,Duplicate,11/May/18 13:13,28/Jan/20 17:28,
Bug,HIVE-19295,13155073,Some multiple inserts do not work on MR engine,osayankin,osayankin,Blocker,Resolved,Won't Fix,25/Apr/18 09:35,17/Jan/19 11:31,
Bug,HIVE-19286,13154768,NPE in MERGE operator on MR mode,osayankin,osayankin,Blocker,Resolved,Won't Fix,24/Apr/18 11:17,17/Jan/19 11:29,
Bug,HIVE-18767,13140098,Some alterPartitions invocations throw 'NumberFormatException: null',massdosage@gmail.com,yumwang,Major,Resolved,Fixed,22/Feb/18 03:17,22/Mar/22 08:57,
Bug,HIVE-20036,13169159,Hive Compactor MapReduce  task keeps failing due to wrong hadoop URI.,Matrix0xCC,Matrix0xCC,Major,Resolved,Not A Bug,29/Jun/18 13:35,16/Aug/18 05:02,07/Jun/19 00:00
Bug,HIVE-18707,13138314,Dropping database via HiveMetastoreClient involves useless work,akolb,akolb,Major,Resolved,Duplicate,13/Feb/18 19:36,13/Feb/18 19:38,
Bug,HIVE-21971,13243809,HS2 leaks classloader due to `ReflectionUtils::CONSTRUCTOR_CACHE` with temporary functions + GenericUDF,rajesh.balamohan,rajesh.balamohan,Critical,Resolved,Fixed,09/Jul/19 03:32,22/Mar/22 08:54,
Bug,HIVE-22008,13245717,LIKE Operator should match multi-line input ,gopalv,ssmane3,Major,Resolved,Fixed,18/Jul/19 09:36,22/Mar/22 08:55,
Bug,HIVE-24849,13362431,Create external table socket timeout when location has large number of files,glapark,maxmithun,Major,Resolved,Fixed,04/Mar/21 23:21,22/Mar/22 08:52,
Bug,HIVE-21200,13213315,Vectorization: date column throwing java.lang.UnsupportedOperationException for parquet,adrian-wang,vpnvishv,Major,Resolved,Fixed,01/Feb/19 13:56,16/May/21 15:49,
Bug,HIVE-24406,13341764,HiveConf creation in HiveMetastore's getMS() call adds ~100ms latency,sahanabhat,sahanabhat,Major,Resolved,Invalid,20/Nov/20 10:34,07/Apr/21 16:02,
Bug,HIVE-21374,13219073,"Dependency conflicts on org.apache.httpcomponents:httpcore:jar, leading to invoking unexpected methods",,HelloCoCooo,Major,Resolved,Duplicate,02/Mar/19 07:50,21/May/19 12:39,
Bug,HIVE-21345,13218560,Hive CLIDriver  parses sql statement  incorrectly,feiwang,feiwang,Major,Resolved,Not A Bug,28/Feb/19 08:10,28/Feb/19 13:33,
Bug,HIVE-21136,13210459,Kryo exception : Unable to create serializer  for class AtomicReference,rajesh.balamohan,rajesh.balamohan,Major,Resolved,Won't Fix,18/Jan/19 19:03,19/Jan/19 01:39,
Bug,HIVE-22033,13246588,HiveServer2: fix delegation token renewal,yetanotherion,yetanotherion,Major,Resolved,Fixed,23/Jul/19 14:29,09/Sep/22 00:17,
Bug,HIVE-21778,13234892,"CBO: ""Struct is not null"" gets evaluated as `nullable` always causing filter miss in the query",vgarg,rajesh.balamohan,Major,Resolved,Fixed,22/May/19 12:16,07/Sep/22 11:20,
Bug,HIVE-21786,13235210,Update repo URLs in poms,gates,gates,Major,Resolved,Fixed,23/May/19 18:50,22/Mar/22 08:55,
Bug,HIVE-22093,13249842,JdbcStorageHandler query mysql with wrong offset,sevenseablue,sevenseablue,Major,Resolved,Fixed,09/Aug/19 08:30,14/Aug/19 03:56,
Bug,HIVE-21969,13243734,Beeline doesnt support HiveQL,,ValTrofFuture,Major,Resolved,Cannot Reproduce,08/Jul/19 18:00,11/Jul/19 15:36,
Bug,HIVE-22044,13246896,No way to start HiveServer2,,Ivan Kostyuk,Trivial,Resolved,Not A Bug,24/Jul/19 19:08,07/Feb/20 01:52,24/Jul/19 00:00
Bug,HIVE-26209,13443850,HIVE CBO. Wrong results with Hive SQL query with MULTIPLE IN conditions in where clause if CBO enabled,,TORBACH,Critical,Resolved,Fixed,08/May/22 12:52,10/May/22 16:03,13/May/22 00:00
Bug,HIVE-22670,13276441,ArrayIndexOutOfBoundsException when vectorized reader is used for reading a parquet file,ganeshas,ganeshas,Major,Resolved,Fixed,26/Dec/19 09:38,31/May/22 07:06,
Bug,HIVE-22963,13289102,HiveParser misinterpretes quotes in parameters of built-in functions or UDFs,ganeshas,ganeshas,Major,Resolved,Duplicate,03/Mar/20 04:21,30/Mar/20 02:26,
Bug,HIVE-22268,13259557,schematool references wrong scripts directory,,cjmoberg,Major,Resolved,Not A Problem,30/Sep/19 00:13,30/Sep/19 00:54,
Bug,HIVE-22453,13266170,Describe table unnecessarily fetches partitions,touchida,touchida,Minor,Resolved,Fixed,04/Nov/19 19:08,22/Mar/22 08:55,
Bug,HIVE-22967,13289261,Support hive.reloadable.aux.jars.path for Hive on Tez,touchida,touchida,Minor,Resolved,Fixed,03/Mar/20 14:34,22/Mar/22 08:54,
Bug,HIVE-20290,13176223,Lazy initialize ArrowColumnarBatchSerDe so it doesn't allocate buffers during GetSplits,ewohlstadter,ewohlstadter,Blocker,Resolved,Fixed,01/Aug/18 19:23,22/Mar/22 08:57,
Bug,HIVE-22527,13269989,Hive on Tez : Job of merging small files will be submitted into another queue (default queue),zhangbutao,zhangbutao,Blocker,Resolved,Fixed,22/Nov/19 03:20,22/Mar/22 08:55,
Bug,HIVE-21938,13242416,Add database and table filter options to PreUpgradeTool,kkasa,kkasa,Blocker,Resolved,Fixed,01/Jul/19 05:23,22/Mar/22 08:55,
Bug,HIVE-21367,13218901,Hive returns an incorrect result when using a simple select query,,ma.lembarki,Blocker,Resolved,Workaround,01/Mar/19 14:58,02/Jan/20 19:07,
Bug,HIVE-21436,13221302,"""Malformed ORC file. Invalid postscript length 17"" when only one data-file in external table directory",findepi,archon,Blocker,Resolved,Fixed,13/Mar/19 05:53,23/Oct/19 07:08,
Bug,HIVE-20187,13172469,Incorrect query results in hive when hive.convert.join.bucket.mapjoin.tez is set to true,djaiswal,Palaniappan,Blocker,Resolved,Fixed,16/Jul/18 19:18,27/Aug/18 04:31,
Bug,HIVE-21029,13203630,External table replication for existing deployments running incremental replication.,sankarh,anishek,Critical,Resolved,Fixed,11/Dec/18 06:05,22/Mar/22 08:57,
Bug,HIVE-20004,13168509,Wrong scale used by ConvertDecimal64ToDecimal results in incorrect results,prasanth_j,prasanth_j,Critical,Resolved,Fixed,27/Jun/18 01:00,22/Mar/22 08:56,
Bug,HIVE-23265,13300029,Duplicate rowsets are returned with Limit and Offset set,amagyar,chiran54321,Critical,Resolved,Fixed,21/Apr/20 16:50,22/Mar/22 08:55,
Bug,HIVE-22208,13256795,Column name with reserved keyword is unescaped when query including join on table with mask column is re-written,zmatyus,rtrivedi12,Critical,Resolved,Fixed,16/Sep/19 06:48,22/Mar/22 08:55,
Bug,HIVE-22769,13281335,Incorrect query results and query failure during split generation for compressed text files,pgaref,chiran54321,Critical,Resolved,Fixed,24/Jan/20 06:00,22/Mar/22 08:55,
Bug,HIVE-24245,13334516,Vectorized PTF with count and distinct over partition producing incorrect results.,abstractdog,chiran54321,Critical,Resolved,Fixed,08/Oct/20 21:38,22/Mar/22 08:53,
Bug,HIVE-23339,13302078,SBA does not check permissions for DB location specified in Create or Alter database query,ShubhamChaurasia,rtrivedi12,Critical,Resolved,Fixed,30/Apr/20 12:27,22/Mar/22 08:53,
Bug,HIVE-23873,13317458,Querying Hive JDBCStorageHandler table fails with NPE when CBO is off,chiran54321,chiran54321,Critical,Resolved,Fixed,17/Jul/20 17:06,22/Mar/22 08:52,
Bug,HIVE-24218,13330352,Drop table used by a materialized view,,stephbat,Critical,Resolved,Duplicate,01/Oct/20 11:51,06/Jan/21 19:24,01/Oct/20 00:00
Bug,HIVE-22758,13280901,Create database with permission error when doas set to true,chiran54321,chiran54321,Critical,Resolved,Duplicate,22/Jan/20 04:41,11/Sep/20 13:31,
Bug,HIVE-20872,13196621,Creating information_schema and sys schema via schematool fails with parser error,,cons0l3,Critical,Resolved,Duplicate,06/Nov/18 15:55,12/Dec/18 13:44,
Bug,HIVE-22368,13263026,Hive JDBC Storage Handler: some mysql data type can not be cast to hive data type,zhangbutao,zhangbutao,Major,Resolved,Won't Fix,18/Oct/19 07:20,29/Jul/22 03:48,
Bug,HIVE-21538,13224727,Beeline: password source though the console reader did not pass to connection param,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,29/Mar/19 00:14,07/Jul/22 10:08,
Bug,HIVE-20607,13186237,TxnHandler should use PreparedStatement to execute direct SQL queries.,sankarh,sankarh,Major,Resolved,Fixed,20/Sep/18 05:08,17/Jun/22 11:07,
Bug,HIVE-22633,13274063,GroupByOperator may throw NullPointerException when setting data skew optimization parameters,zhangbutao,zhangbutao,Major,Resolved,Won't Fix,12/Dec/19 08:14,31/May/22 08:22,
Bug,HIVE-25104,13377889,Backward incompatible timestamp serialization in Parquet for certain timezones,zabetak,zabetak,Major,Resolved,Fixed,11/May/21 15:17,27/May/22 14:03,
Bug,HIVE-25268,13384570,date_format udf returns wrong results for dates prior to 1900 if the local timezone is other than UTC,gupta.nikhil0007,gupta.nikhil0007,Major,Resolved,Fixed,18/Jun/21 16:49,24/May/22 14:00,
Bug,HIVE-21586,13226412,Thrift generated cpp files for metastore do not compile,vihangk1,vihangk1,Major,Resolved,Fixed,05/Apr/19 17:53,04/May/22 11:13,
Bug,HIVE-22420,13265075,DbTxnManager.stopHeartbeat() should be thread-safe,hamvas.aron,hamvas.aron,Major,Resolved,Fixed,29/Oct/19 15:55,06/Apr/22 10:52,
Bug,HIVE-20858,13195780,Serializer is not correctly initialized with configuration in Utilities.createEmptyBuckets(),wzheng,wzheng,Major,Resolved,Fixed,01/Nov/18 23:12,22/Mar/22 08:57,
Bug,HIVE-19568,13159579,Active/Passive HS2 HA: Disallow direct connection to passive HS2 instance,sershe,prasanth_j,Major,Resolved,Fixed,16/May/18 01:49,22/Mar/22 08:57,
Bug,HIVE-20066,13169768,hive.load.data.owner is compared to full principal,dvoros,dvoros,Major,Resolved,Fixed,03/Jul/18 10:57,22/Mar/22 08:57,
Bug,HIVE-19468,13158034,Add Apache license to TestTxnConcatenate,ikryvenko,ikryvenko,Major,Resolved,Fixed,08/May/18 22:05,22/Mar/22 08:57,
Bug,HIVE-20751,13191867,Upgrade arrow version to 0.10.0,ShubhamChaurasia,ShubhamChaurasia,Major,Resolved,Fixed,16/Oct/18 10:12,22/Mar/22 08:57,
Bug,HIVE-19886,13165943,Logs may be directed to 2 files if --hiveconf hive.log.file is used,jmarhuen,prasanth_j,Major,Resolved,Fixed,13/Jun/18 21:28,22/Mar/22 08:57,
Bug,HIVE-20679,13189098,DDL operations on hive might create large messages for DBNotification,anishek,anishek,Major,Resolved,Fixed,03/Oct/18 08:29,22/Mar/22 08:57,
Bug,HIVE-20792,13193694,Inserting timestamp with zones truncates the data,jmarhuen,jmarhuen,Major,Resolved,Fixed,23/Oct/18 21:45,22/Mar/22 08:57,
Bug,HIVE-20714,13190190,SHOW tblproperties for a single property returns the value in the name column,jmarhuen,jmarhuen,Major,Resolved,Fixed,08/Oct/18 19:36,22/Mar/22 08:57,
Bug,HIVE-20343,13177807,Hive 3: CTAS does not respect transactional_properties,sershe,Rajkumar Singh,Major,Resolved,Fixed,08/Aug/18 22:01,22/Mar/22 08:57,
Bug,HIVE-20433,13180267,Implicit String to Timestamp conversion is slow,djaiswal,djaiswal,Major,Resolved,Fixed,21/Aug/18 18:10,22/Mar/22 08:57,
Bug,HIVE-21061,13205718,CTAS query fails with IllegalStateException for empty source,rtrivedi12,rtrivedi12,Major,Resolved,Fixed,20/Dec/18 13:13,22/Mar/22 08:57,
Bug,HIVE-20059,13169619,Hive streaming should try shade prefix unconditionally on exception,prasanth_j,prasanth_j,Major,Resolved,Fixed,02/Jul/18 20:25,22/Mar/22 08:57,
Bug,HIVE-20499,13182884,GetTablesOperation pull all the tables meta irrespective of auth.,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,04/Sep/18 18:14,22/Mar/22 08:57,
Bug,HIVE-20476,13181574,CopyUtils used by REPL LOAD and EXPORT/IMPORT operations ignore distcp error.,sankarh,sankarh,Major,Resolved,Fixed,28/Aug/18 10:38,22/Mar/22 08:57,
Bug,HIVE-20848,13195480,After setting UpdateInputAccessTimeHook query fail with Table Not Found.,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,31/Oct/18 20:28,22/Mar/22 08:57,
Bug,HIVE-20209,13173119,Metastore connection fails for first attempt in repl dump.,sankarh,sankarh,Major,Resolved,Fixed,19/Jul/18 07:07,22/Mar/22 08:57,
Bug,HIVE-20316,13177018,Skip external table file listing for create table event.,sankarh,sankarh,Major,Resolved,Fixed,06/Aug/18 05:24,22/Mar/22 08:57,
Bug,HIVE-20734,13191244,"Beeline: When beeline-site.xml is and hive CLI redirects to beeline, it should use the system username/dummy password instead of prompting for one",maheshk114,vgumashta,Major,Resolved,Fixed,12/Oct/18 16:42,22/Mar/22 08:57,
Bug,HIVE-20785,13193054,Wrong key name in the JDBC DatabaseMetaData.getPrimaryKeys method,ggrossetie,ggrossetie,Major,Resolved,Fixed,20/Oct/18 17:27,22/Mar/22 08:57,
Bug,HIVE-20192,13172602,HS2 with embedded metastore is leaking JDOPersistenceManager objects.,sankarh,sankarh,Major,Resolved,Fixed,17/Jul/18 09:40,22/Mar/22 08:57,
Bug,HIVE-20599,13186099,CAST(INTERVAL_DAY_TIME AS STRING) is throwing SemanticException,nareshpr,nareshpr,Major,Resolved,Fixed,19/Sep/18 16:46,22/Mar/22 08:56,
Bug,HIVE-20462,13181118,"""CREATE VIEW IF NOT EXISTS"" fails if view already exists",daijy,melmoth,Major,Resolved,Fixed,25/Aug/18 09:16,22/Mar/22 08:56,
Bug,HIVE-23033,13292019,MSSQL metastore schema init script doesn't initialize NOTIFICATION_SEQUENCE,dlavati,dlavati,Major,Resolved,Fixed,16/Mar/20 17:01,22/Mar/22 08:55,
Bug,HIVE-21902,13240581,HiveServer2 UI: jetty response header needs X-Frame-Options,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,20/Jun/19 05:51,22/Mar/22 08:55,
Bug,HIVE-21941,13242649,Use checkstyle ruleset in Pre Upgrade Tool project ,kkasa,kkasa,Major,Resolved,Fixed,02/Jul/19 05:30,22/Mar/22 08:55,
Bug,HIVE-23178,13297687,Add Tez Total Order Partitioner,gopalv,roohi,Major,Resolved,Fixed,10/Apr/20 19:39,22/Mar/22 08:55,
Bug,HIVE-21499,13223606,should not remove the function from registry if create command failed with AlreadyExistsException,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,24/Mar/19 22:06,22/Mar/22 08:55,
Bug,HIVE-23058,13292957,Compaction task reattempt fails with FileAlreadyExistsException,rtrivedi12,rtrivedi12,Major,Resolved,Fixed,20/Mar/20 14:45,22/Mar/22 08:55,
Bug,HIVE-21831,13237526,Stats should be reset correctly during load of a partitioned ACID table,dlavati,dlavati,Major,Resolved,Fixed,04/Jun/19 15:52,22/Mar/22 08:55,
Bug,HIVE-22170,13254887,from_unixtime and unix_timestamp should use user session time zone,jcamachorodriguez,rtrivedi12,Major,Resolved,Fixed,05/Sep/19 01:32,22/Mar/22 08:55,
Bug,HIVE-22114,13250853,insert query for partitioned insert only table failing when all buckets are empty,vgarg,asreekumar,Major,Resolved,Fixed,14/Aug/19 18:54,22/Mar/22 08:55,
Bug,HIVE-22129,13251969,Hive 3.1 standalone JAR includes Microsoft SQL Server JDBC driver,ngangam,the6campbells,Major,Resolved,Fixed,21/Aug/19 03:50,22/Mar/22 08:55,
Bug,HIVE-23230,13298975,"""get_splits"" UDF ignores limit clause while creating splits.",adeshrao,adeshrao,Major,Resolved,Fixed,17/Apr/20 05:49,22/Mar/22 08:55,
Bug,HIVE-22687,13277016,Query hangs indefinitely if LLAP daemon registers after the query is submitted,himanshum,himanshum,Major,Resolved,Fixed,31/Dec/19 12:12,22/Mar/22 08:55,
Bug,HIVE-21917,13241268,COMPLETED_TXN_COMPONENTS table is never cleaned up unless Compactor runs,dkuzmenko,ccondit,Major,Resolved,Fixed,24/Jun/19 14:40,22/Mar/22 08:54,
Bug,HIVE-22134,13252186,Hive 3.1 driver includes org.glassfish.jersey.* which can interfer with an application,ngangam,the6campbells,Major,Resolved,Fixed,21/Aug/19 17:52,22/Mar/22 08:54,
Bug,HIVE-22121,13251158,Turning on hive.tez.bucket.pruning produce wrong results,vgarg,vgarg,Major,Resolved,Fixed,16/Aug/19 04:28,22/Mar/22 08:54,
Bug,HIVE-22178,13255404,Parquet FilterPredicate throws CastException after SchemaEvolution.,nareshpr,nareshpr,Major,Resolved,Fixed,07/Sep/19 04:22,22/Mar/22 08:54,
Bug,HIVE-23717,13312050,In jdbcUrl add config to create External + purge table by default	,Xiaomeng Zhang,Xiaomeng Zhang,Major,Resolved,Fixed,17/Jun/20 20:40,22/Mar/22 08:53,
Bug,HIVE-24288,13336167,Files created by CompileProcessor have incorrect permissions,ngangam,ngangam,Major,Resolved,Fixed,20/Oct/20 00:59,22/Mar/22 08:53,
Bug,HIVE-23435,13304113,Full outer join result is missing rows ,mustafaiman,ngangam,Major,Resolved,Fixed,11/May/20 12:45,22/Mar/22 08:53,
Bug,HIVE-24570,13347870,Hive on spark tmp file should be delete when driver process finished,fsilent,fsilent,Major,Resolved,Fixed,25/Dec/20 11:51,22/Mar/22 08:53,
Bug,HIVE-25443,13394600,Arrow SerDe Cannot serialize/deserialize complex data types When there are more than 1024 values,srahman,srahman,Major,Resolved,Fixed,11/Aug/21 09:28,22/Mar/22 08:52,
Bug,HIVE-24094,13325249,"cast type mismatch and use is not null, the results are error if cbo is true",,fsilent,Major,Resolved,Fixed,31/Aug/20 01:50,22/Mar/22 08:52,
Bug,HIVE-25219,13382795,Backward incompatible timestamp serialization in Avro for certain timezones,zabetak,zabetak,Major,Resolved,Fixed,08/Jun/21 21:54,22/Mar/22 08:52,
Bug,HIVE-22710,13278350,OOM Exception when enable CBO,,luguangming,Major,Resolved,Duplicate,09/Jan/20 03:33,20/Dec/21 13:58,
Bug,HIVE-24944,13367753,"When the default engine of the hiveserver is MR and the tez engine is set by the client, the client TEZ progress log cannot be printed normally",zhangqidong,zhangqidong,Major,Resolved,Fixed,26/Mar/21 02:37,05/Sep/21 00:10,
Bug,HIVE-24807,13360077,Unknown column 'B0.CATALOG_NAME' in 'where clause',zhuxq,zhuxq,Major,Resolved,Fixed,22/Feb/21 11:05,24/Feb/21 09:12,22/Feb/21 00:00
Bug,HIVE-23802,13315067,“merge files” job was submited to default queue when set hive.merge.tezfiles to true,lalapala,lalapala,Major,Resolved,Duplicate,06/Jul/20 03:27,30/Oct/20 02:47,
Bug,HIVE-24122,13326313,"When CBO is enable, CAST(STR as Bigint)IS NOT NULL result is wrong ",luguangming,luguangming,Major,Resolved,Not A Problem,07/Sep/20 13:59,21/Sep/20 17:30,
Bug,HIVE-24099,13325425,"unix_timestamp,intersect,except throws NPE",,fsilent,Major,Resolved,Duplicate,01/Sep/20 02:18,01/Sep/20 06:15,
Bug,HIVE-24101,13325434,Invalid table alias order by columns(>=2) if cbo is false,,fsilent,Major,Resolved,Duplicate,01/Sep/20 03:28,01/Sep/20 06:14,
Bug,HIVE-23550,13307461,GetSplits does not retries queries for CacliteSemanticException,adeshrao,adeshrao,Major,Resolved,Invalid,26/May/20 14:48,03/Jun/20 11:32,
Bug,HIVE-22325,13261621,variable expansion doesn't work in beeline-site.xml,aespinosa,aespinosa,Major,Resolved,Duplicate,10/Oct/19 18:23,11/May/20 03:37,
